cod_vh;cod_viv;cod_hog;cod_utam_hg;zat_hg;cod_upl_hg;nom_mun_hg;estrato_hg;tipo_vehículo;cantidad;tipo_combustible;mun_matricula;tipo_placa;exento_pyp;modelo;propiedad_vh;key_hg;fexp_vh;
3084;12977;21584;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;1971;Este hogar;uuid:f2cf22f6-6973-40de-a70a-b3fb4dc1caec; 35,0 ;
3085;12976;20440;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:e5833f7f-1094-4976-b4e3-39254576dd7b; 37,1 ;
3086;12975;12334;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;1997;Este hogar;uuid:8a4b85b6-bd31-42d0-b701-cd7cbca21137; 35,0 ;
3087;12980;9658;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;25286;Privada;No;2023;Este hogar;uuid:6c8fe5f5-6d05-468c-803c-7a330156a45e; 47,7 ;
3088;12984;16033;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:b4004180-cfb9-4dfe-9d80-15f21f529517; 35,5 ;
3089;12985;16884;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;25286;Privada;No;2018;Este hogar;uuid:bd3a6aa1-b049-4692-9fba-0681b675fc72; 36,0 ;
3090;12978;2994;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:21f39211-c13b-4d01-b64d-cfe31f362f8a; 37,0 ;
3091;12986;21880;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;25473;Privada;No;2019;Este hogar;uuid:f6311e37-5377-4db7-a5b2-ecb94ed2d628; 37,7 ;
3092;13012;10561;UTAM091;346;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:772004af-2284-4b30-a41a-3cd717b0fb04; 42,8 ;
3093;19195;11507;UTAM580;915;740;Sibaté;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:813ace5f-061f-4b7d-977f-e3c1b0633dd0; 100,7 ;
3094;19163;4090;UTAM580;915;740;Sibaté;No aplica;Automóvil o camioneta de servicio especial;1;Sólo Gasolina;11001;Pública;No;NS/NR;Este hogar;uuid:2de34370-43e8-4648-82d7-98359d5ecfc1; 83,8 ;
3095;19163;4090;UTAM580;915;740;Sibaté;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:2de34370-43e8-4648-82d7-98359d5ecfc1; 83,8 ;
3096;19163;4090;UTAM580;915;740;Sibaté;No aplica;Automóvil;1;Diésel;25099;Privada;No;NS/NR;Este hogar;uuid:2de34370-43e8-4648-82d7-98359d5ecfc1; 83,8 ;
3097;19163;4090;UTAM580;915;740;Sibaté;No aplica;Automóvil;1;Diésel;68020;Privada;No;NS/NR;Este hogar;uuid:2de34370-43e8-4648-82d7-98359d5ecfc1; 83,8 ;
3098;1702;16514;UTAM070;626;25;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:b947c9b7-a05f-459d-a07c-ce5352efdd8b; 248,8 ;
3099;12602;20337;UTAM046;389;19;Bogotá D.C.;3;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:e441e24e-236f-4859-9162-b2f2444bf4c8; 548,2 ;
3100;2576;20621;UTAM066;663;25;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2005;Este hogar;uuid:e7a3e5bd-f690-436d-9775-af083a5166e6; 142,5 ;
3101;2580;16424;UTAM066;663;25;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2006;Este hogar;uuid:b85a4d10-d103-43d8-ad23-2ca7871cda85; 159,2 ;
3102;1230;12001;UTAM038;502;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:86e1b6b8-0156-400a-8bae-dc32e5c33eab; 152,8 ;
3103;1228;18977;UTAM038;502;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:d542c210-aba0-452f-96f0-fff7db1c6c0e; 156,1 ;
3104;13091;12012;UTAM092;350;14;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:870af5dd-19a0-4d3b-90e7-95b73328c67d; 49,2 ;
3105;13091;12012;UTAM092;350;14;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:870af5dd-19a0-4d3b-90e7-95b73328c67d; 49,2 ;
3106;619;3947;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:2c7f11a2-3feb-45c7-bc5f-4ba72851b480; 247,6 ;
3107;619;3947;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:2c7f11a2-3feb-45c7-bc5f-4ba72851b480; 247,6 ;
3108;14316;8337;UTAM014;155;5;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;1995;Este hogar;uuid:5dc8401b-4b94-44a2-b1d6-e641fae2eae7; 262,1 ;
3109;12606;21400;UTAM046;408;19;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;5001;Pública;No;2011;Este hogar;uuid:f091631e-3ed8-4ccf-8207-91e45d3fbe58; 548,2 ;
3110;12603;2205;UTAM046;408;19;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:18f4432c-de79-4d15-a102-a7a6dfcaaa83; 449,8 ;
3111;2274;3607;UTAM054;679;29;Bogotá D.C.;2;Automóvil o camioneta de servicio especial;1;Sólo Gasolina;25286;Pública;Sí, vehículo de servicio especial;2015;Este hogar;uuid:28cf2fec-97a3-4f7b-afec-d4988ca1632c; 142,0 ;
3112;5877;17365;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:c2d49d5f-3678-4d25-b982-8fb2111f8210; 254,9 ;
3113;5875;9278;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:682f10e5-e89c-4617-a14d-c75bad75fa41; 255,7 ;
3114;5880;7766;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:5764ad4c-cbdd-491f-b892-cf4a1b17763a; 244,3 ;
3115;5895;21502;UTAM045;517;24;Bogotá D.C.;2;Campero/Camioneta;1;Diésel;11001;Privada;No;2018;Este hogar;uuid:f1bb85a0-e446-476e-9f8f-eb52c924e3c5; 259,4 ;
3116;14601;18801;UTAM011;56;3;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:d35c6aa9-e3e1-4897-bc23-a079c5a85b89; 105,7 ;
3117;14602;8868;UTAM011;56;3;Bogotá D.C.;3;Camión;1;Sólo Gasolina;11001;Pública;No;2013;Empresa donde trabaja;uuid:63fdeaa0-6f84-485a-8a4d-83b7d096db99; 107,5 ;
3118;5445;19586;UTAM096;472;14;Bogotá D.C.;2;Pick Up/Van;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:dbbfe1c1-ae0c-4a1f-8eac-d9426c5c5ccf; 109,7 ;
3119;5445;19586;UTAM096;472;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:dbbfe1c1-ae0c-4a1f-8eac-d9426c5c5ccf; 109,7 ;
3120;5394;9051;UTAM096;486;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:6606fdcf-0e08-4e65-8337-97428b8b0bb2; 133,9 ;
3121;5005;8187;UTAM093;355;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Empresa donde trabaja;uuid:5c14708b-7d93-4fe8-83d8-ffc89278f1fe; 67,9 ;
3122;14763;14319;UTAM012;53;3;Bogotá D.C.;3;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2018;Empresa donde trabaja;uuid:a0eb79d4-fa80-463c-83f5-bd7e41693f19; 200,9 ;
3123;14600;4618;UTAM011;56;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:3392f254-2bb5-4a80-ba6e-88263e6882d9; 90,0 ;
3124;5390;13917;UTAM096;486;14;Bogotá D.C.;2;Taxi;1;Sólo Gasolina;11001;Pública;No;NS/NR;Otro hogar;uuid:9c4b46d1-a0dd-4758-a889-68d2b9888bba; 134,3 ;
3125;5034;19894;UTAM093;355;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2013;Este hogar;uuid:df20880f-437f-44b7-a30d-a50146f4609c; 65,1 ;
3126;5910;21866;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:f611dbff-8302-4892-9ea4-c680ddb8faa5; 260,1 ;
3127;5881;14060;UTAM045;517;24;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:9df7f5df-9d05-4eb2-81b3-fd33a0d64b15; 249,0 ;
3128;5881;14060;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:9df7f5df-9d05-4eb2-81b3-fd33a0d64b15; 249,0 ;
3129;5879;12021;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:872bcd1e-4843-4eff-b412-5e3a13335b60; 245,8 ;
3130;7843;8440;UTAM079;413;20;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2004;Este hogar;uuid:5f02bb27-b2c9-4a6e-9d1e-094a1c94d2bf; 251,7 ;
3131;7843;8440;UTAM079;413;20;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:5f02bb27-b2c9-4a6e-9d1e-094a1c94d2bf; 251,7 ;
3132;7841;14123;UTAM079;413;20;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:9ea25cf5-8b1b-432f-a9b0-0641a71f82d4; 244,5 ;
3133;3154;9348;UTAM054;973;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;25175;Privada;No;1999;Este hogar;uuid:68d77210-763d-4434-a6ca-44d211d36a68; 143,2 ;
3134;3228;11958;UTAM055;682;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:866ed01e-d64d-4536-86a7-ae641b7c2bf2; 235,5 ;
3135;3227;3486;UTAM055;682;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2010;Este hogar;uuid:275171e3-11c0-4ebf-a89a-cefb57f8f804; 197,9 ;
3136;3227;3486;UTAM055;682;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2011;Este hogar;uuid:275171e3-11c0-4ebf-a89a-cefb57f8f804; 197,9 ;
3137;13092;6260;UTAM092;350;14;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2014;Este hogar;uuid:45f0d898-6f4b-402d-a336-e1a076e47ba2; 51,6 ;
3138;5564;7905;UTAM037;436;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Otro hogar;uuid:58f74d69-d727-4cee-b5a7-ccb774b6aee8; 233,3 ;
3139;5573;9211;UTAM037;436;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Otro hogar;uuid:67819b9b-3992-4ecb-94ae-6ed738b62dbb; 181,5 ;
3140;5569;19108;UTAM037;436;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Otro hogar;uuid:d6b8a750-b545-43e2-9228-ca7c9023f723; 237,7 ;
3141;2865;14114;UTAM068;725;26;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:9e8f09fc-a326-4cc0-86eb-9cbefdd747cf; 103,1 ;
3142;2865;14114;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:9e8f09fc-a326-4cc0-86eb-9cbefdd747cf; 103,1 ;
3143;2865;14114;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:9e8f09fc-a326-4cc0-86eb-9cbefdd747cf; 103,1 ;
3144;5896;11760;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:8434c096-2f66-4b59-99fe-211f3ae00218; 256,3 ;
3145;573;644;UTAM051;689;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:07422a42-b086-4b8a-8c3b-42eee2253a67; 174,4 ;
3146;12523;12313;UTAM113;386;19;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:8a0b448e-4f26-4fc6-97f5-47dc104d9b66; 78,6 ;
3147;14322;16105;UTAM014;155;5;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2005;Este hogar;uuid:b4b60f35-e03e-4fee-84aa-95118771732d; 262,1 ;
3148;2276;18770;UTAM054;679;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:d3043c60-0c97-41a1-9a1a-c90cdc13ea32; 148,1 ;
3149;2273;17269;UTAM054;679;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2014;Este hogar;uuid:c1c1f558-b424-4c7d-b3ec-63cc6508692e; 141,6 ;
3150;14450;16302;UTAM012;52;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:b6f84104-8fa0-475f-b6bc-9998fb94333c; 196,1 ;
3151;14450;16302;UTAM012;52;3;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:b6f84104-8fa0-475f-b6bc-9998fb94333c; 196,1 ;
3152;15920;3953;UTAM017;27;2;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:2ca2f513-2087-4d9c-af24-f1605e4744cf; 174,6 ;
3153;15044;12120;UTAM009;13;3;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:8827f70a-50ad-441a-83cf-e0cc7c27f8f8; 277,9 ;
3154;13078;22191;UTAM092;349;14;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:f9a469cb-d366-443c-8d91-f8a37d18b378; 66,8 ;
3155;5911;6346;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:46e68a2c-91f9-4165-9479-fc7181cc44e9; 275,1 ;
3156;5897;17114;UTAM045;517;24;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:c008b101-5b62-446e-ae80-fd0055e4d953; 278,8 ;
3157;525;2986;UTAM050;699;30;Bogotá D.C.;1;Pick Up/Van;1;Sólo Gasolina;25214;Privada;No;2017;Este hogar;uuid:21d5d1b8-cd78-4eb1-808f-6d943fcc02b0; 248,1 ;
3158;525;2986;UTAM050;699;30;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:21d5d1b8-cd78-4eb1-808f-6d943fcc02b0; 248,1 ;
3159;19439;18550;UTAM572;779;754;Soacha;No aplica;Automóvil;1;Sólo Gasolina;11001;Pública;No;2016;Este hogar;uuid:d095905b-5f20-491e-a316-d1aa3a967c18; 205,7 ;
3160;19444;10051;UTAM572;779;754;Soacha;No aplica;Automóvil;1;Sólo Gasolina;25754;Privada;Sí, vehículo de servicio especial;1998;Este hogar;uuid:710db9d8-dde8-4923-8852-58f374076403; 196,5 ;
3161;19908;11977;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:86adbf66-78f6-42d8-bb4a-c0340702fa40; 119,1 ;
3162;19908;11977;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2001;Este hogar;uuid:86adbf66-78f6-42d8-bb4a-c0340702fa40; 119,1 ;
3163;19908;11977;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2007;Este hogar;uuid:86adbf66-78f6-42d8-bb4a-c0340702fa40; 119,1 ;
3164;19908;11977;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2004;Este hogar;uuid:86adbf66-78f6-42d8-bb4a-c0340702fa40; 119,1 ;
3165;19880;6499;UTAM575;771;754;Soacha;No aplica;Automóvil;1;Sólo Gasolina;11001;Privada;No;1986;Este hogar;uuid:48b329fc-61c5-4425-a926-493cbb4439f8; 111,8 ;
3166;520;21830;UTAM050;699;30;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:f5a7d255-5b5e-407b-87b1-d57d1cd2deaf; 310,4 ;
3167;520;21830;UTAM050;699;30;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2011;Este hogar;uuid:f5a7d255-5b5e-407b-87b1-d57d1cd2deaf; 310,4 ;
3168;527;10761;UTAM050;699;30;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:7957ca13-b22b-4b3d-a614-3a9a696e2bf1; 237,7 ;
3169;527;10761;UTAM050;699;30;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:7957ca13-b22b-4b3d-a614-3a9a696e2bf1; 237,7 ;
3170;1215;20926;UTAM038;501;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:eb4cc600-b63c-4c3c-ac2f-7e160f947417; 156,1 ;
3171;1217;12430;UTAM038;501;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:8b6b8f6f-e9c8-45d1-87b9-1954fa9d1031; 150,4 ;
3172;19868;15934;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:b30d9fe6-dbe9-45c5-ac5b-48a59bef6281; 109,9 ;
3173;19868;15934;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:b30d9fe6-dbe9-45c5-ac5b-48a59bef6281; 109,9 ;
3174;19884;668;UTAM575;771;754;Soacha;No aplica;Automóvil;1;GNV y gasolina;25754;Privada;No;2015;Este hogar;uuid:07674298-b230-4212-b0fb-0852b1b0c944; 119,3 ;
3175;594;8470;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:5f579509-4e5f-4419-978a-8c2c60750b78; 200,5 ;
3176;6171;382;UTAM044;420;24;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:043d1590-bda4-4872-af01-fa7d65cecd0c; 149,9 ;
3177;7740;10857;UTAM086;556;21;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:7a5c4fd2-3411-4aa4-8343-483a459d9e44; 402,8 ;
3178;591;5894;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:419d7dd2-aeee-4114-8b6a-6c361374c4bc; 259,2 ;
3179;590;1407;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:0f7ca7ea-41d8-4f0d-b927-ed063ba1d562; 246,0 ;
3180;2876;19909;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:df3bab66-f035-466c-814a-91edbc8b109f; 102,6 ;
3181;2543;10217;UTAM066;661;25;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:733fa689-6e14-4095-b653-c4275e989077; 146,4 ;
3182;5587;17772;UTAM037;434;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:c77a77dc-48ae-477c-ba78-af22f5a1c0c2; 224,3 ;
3183;5589;19767;UTAM037;439;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;76001;Privada;No;2005;Este hogar;uuid:ddcacab2-ddd6-4385-bfad-39c158358531; 185,7 ;
3184;5589;19767;UTAM037;439;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:ddcacab2-ddd6-4385-bfad-39c158358531; 185,7 ;
3185;5589;19767;UTAM037;439;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:ddcacab2-ddd6-4385-bfad-39c158358531; 185,7 ;
3186;5597;2151;UTAM037;439;14;Bogotá D.C.;3;Pick Up/Van;1;Sólo Gasolina;11001;Pública;Sí, vehículo de servicio especial;2011;Este hogar;uuid:1847cc12-4e9a-4836-b055-d95a18ffc5f6; 250,5 ;
3187;2583;3071;UTAM066;663;25;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2011;Este hogar;uuid:22be17f5-dfa8-4ba9-b456-79d00bf5c04e; 163,4 ;
3188;13192;8846;UTAM091;351;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;63001;Privada;No;2018;Este hogar;uuid:63c18dc0-9913-49ed-83f6-6de2462c07cc; 49,4 ;
3189;13190;17026;UTAM091;351;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:bf174c9b-b3b1-4a3f-bba7-fac9a3616e36; 93,1 ;
3190;13196;10791;UTAM091;351;14;Bogotá D.C.;3;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;1978;Este hogar;uuid:79998b91-120c-4379-9d7f-2b69da2a29b9; 46,5 ;
3191;1323;11525;UTAM039;614;16;Bogotá D.C.;3;Camión;1;Diésel;11001;Privada;No;NS/NR;Este hogar;uuid:81723464-8334-4f86-8485-0963d5d4711a; 284,9 ;
3192;13028;16822;UTAM092;348;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:bc788e31-2b95-4424-9e0d-7543d2225a0f; 60,3 ;
3193;1175;17697;UTAM038;447;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:c6a24ff4-e777-4aa5-9662-e2bca1ef32a2; 151,5 ;
3194;1491;19016;UTAM065;572;25;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2003;Este hogar;uuid:d5bda583-dd82-492a-bddb-9c82caee4a9e; 178,3 ;
3195;1491;19016;UTAM065;572;25;Bogotá D.C.;3;Pick Up/Van;1;Sólo Gasolina;11001;Privada;No;2018;Empresa donde trabaja;uuid:d5bda583-dd82-492a-bddb-9c82caee4a9e; 178,3 ;
3196;13004;11846;UTAM091;342;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:853393ba-64a4-4c6d-8922-accabb840782; 51,2 ;
3197;12998;15006;UTAM091;342;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:a8d5c396-11fb-4002-b215-48b10828a47c; 26,9 ;
3198;12998;15006;UTAM091;342;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:a8d5c396-11fb-4002-b215-48b10828a47c; 26,9 ;
3199;12998;15006;UTAM091;342;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:a8d5c396-11fb-4002-b215-48b10828a47c; 26,9 ;
3200;6785;18758;UTAM085;569;23;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:d2da2477-b5ca-4c59-b2ae-2c09f33260e1; 869,9 ;
3201;5474;5877;UTAM096;491;14;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;1999;Este hogar;uuid:415b2ce4-a187-4d20-b4b4-a4c4a30ecccf; 180,4 ;
3202;5474;5877;UTAM096;491;14;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:415b2ce4-a187-4d20-b4b4-a4c4a30ecccf; 180,4 ;
3203;5481;18737;UTAM096;491;14;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;1993;Este hogar;uuid:d2a6294e-5bf2-473c-a3b2-bc7a99a83649; 164,9 ;
3204;5479;22329;UTAM096;491;14;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:fb21630a-3717-487b-bf10-61d106ef7f42; 128,4 ;
3205;2566;15439;UTAM066;663;25;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:adaec5f3-a101-400c-9682-e3ac8a357f6d; 164,0 ;
3206;6458;22491;UTAM086;554;21;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;25307;Privada;No;2007;Este hogar;uuid:fce900fe-d854-4f2a-8833-ddbb68ca1066; 369,5 ;
3207;13029;4661;UTAM092;348;14;Bogotá D.C.;2;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2004;Este hogar;uuid:3413f1fe-d650-42b3-a637-18d390d5f272; 58,0 ;
3208;2539;1882;UTAM066;661;25;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;1995;Este hogar;uuid:151646ea-b705-4d4a-9dc4-6454a5af7933; 158,4 ;
