cod_vh;cod_viv;cod_hog;cod_utam_hg;zat_hg;cod_upl_hg;nom_mun_hg;estrato_hg;tipo_vehículo;cantidad;tipo_combustible;mun_matricula;tipo_placa;exento_pyp;modelo;propiedad_vh;key_hg;fexp_vh;
2959;3156;21927;UTAM054;973;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:f6a171e9-f903-4d81-9e3f-2cc4ee9118bb; 111,0 ;
2960;3160;7245;UTAM054;973;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:5144e4c3-5eff-415c-a81a-329d99d62217; 130,6 ;
2961;4053;19065;UTAM067;714;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:d64dc18d-4733-4cc5-a4e5-c77c31f0004f; 228,3 ;
2962;3047;15853;UTAM067;720;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:b21f6703-f730-42c5-91c4-76c211aa9431; 217,2 ;
2963;513;18626;UTAM032;599;30;Bogotá D.C.;2;Taxi;1;Sólo Gasolina;11001;Pública;No;NS/NR;Este hogar;uuid:d17643c3-9804-456f-9b17-e49aa85ac42a; 375,3 ;
2964;513;4177;UTAM032;599;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:2edaec6d-72a0-41b9-81b3-b204d7353bb2; 380,9 ;
2965;11214;21591;UTAM111;328;15;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Pública;No;2019;Este hogar;uuid:f2f92935-970d-4920-bb03-49df272bcc2c; 6,1 ;
2966;1262;11770;UTAM039;982;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:845466e4-e613-4c98-a52e-7a562968ade2; 310,7 ;
2967;1260;21766;UTAM039;982;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:f4f236a6-6c6f-4c1c-9ebc-d1d4dbedf73b; 311,8 ;
2968;1259;19538;UTAM039;982;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:db46e655-8b58-4f84-b772-d7b9beb32dfc; 315,7 ;
2969;1254;5721;UTAM039;982;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:3fd7719a-887b-46e3-a4c4-f0c9a3a3fd5b; 308,6 ;
2970;1243;10000;UTAM039;982;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:706baef1-f58a-45d9-8168-eb05551b32c7; 242,8 ;
2971;1245;8089;UTAM039;982;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:5aef9df6-547d-4454-a08e-c1e57abb0816; 315,5 ;
2972;1252;20281;UTAM039;982;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:e373aedb-b645-450a-9ba1-e5ce377d520b; 316,2 ;
2973;1250;22231;UTAM039;982;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2017;Este hogar;uuid:fa0a5f51-5ef3-44d4-b0d6-f13fbc77944f; 308,6 ;
2974;303;4132;UTAM035;500;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:2e4a7001-2799-46e5-9321-518b64530b69; 66,5 ;
2975;425;19069;UTAM051;686;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:d654c82a-8a94-4a67-9dca-355172b16143; 185,4 ;
2976;432;21990;UTAM051;686;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:f7638cb7-b3b3-40b4-bc3a-6806f1d97bc5; 180,3 ;
2977;8510;3183;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2012;Este hogar;uuid:240165e1-94d2-4066-af77-9387f8f8b90c; 4,1 ;
2978;8711;9742;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2019;Este hogar;uuid:6d7031f8-64b7-429c-bb5a-648e4cf23165; 3,6 ;
2979;8708;13301;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2021;Este hogar;uuid:95680597-253d-4840-9ac1-a75e8c716d57; 4,1 ;
2980;8707;7431;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2013;Este hogar;uuid:53a74b30-15f7-434f-b313-06f759d254b5; 4,1 ;
2981;8712;664;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;76001;Pública;No;2020;Este hogar;uuid:07611878-9102-45a5-97a2-b31a5ed9cad6; 3,6 ;
2982;8713;15676;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2005;Este hogar;uuid:b0292640-8e51-43a2-887b-2fa22f5252dc; 4,0 ;
2983;8532;10015;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2017;Este hogar;uuid:70a3d208-b497-49bb-b4af-663a5c111010; 3,5 ;
2984;8679;12391;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Diésel;11001;Pública;No;2019;Este hogar;uuid:8afe6897-4ffa-4e32-970a-c63bad9d59c6; 4,0 ;
2985;8734;13525;UTAM104;298;18;Bogotá D.C.;4;Motocicleta;1;NS/NR;No aplica;Privada;NA (motos);2021;Este hogar;uuid:97bb23dd-dcc6-403c-8ad7-5fe4aca5ed37; 4,1 ;
2986;8728;17057;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2012;Este hogar;uuid:bf7bdac9-f0b3-43d7-b9bb-bd24dce382c5; 4,1 ;
2987;8684;14581;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Pública;No;2012;Este hogar;uuid:a3ab9d8b-f12d-4d36-a15c-84b906cfaad3; 3,4 ;
2988;6784;10643;UTAM085;569;23;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:77e6698e-c429-4ed7-8d70-7f288164009c; 533,7 ;
2989;6784;10643;UTAM085;569;23;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:77e6698e-c429-4ed7-8d70-7f288164009c; 533,7 ;
2990;578;19122;UTAM051;689;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:d6d1da50-748f-4d72-93a2-f977b26b52ec; 159,0 ;
2991;426;17004;UTAM051;686;27;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2008;Este hogar;uuid:bec7ae0f-ab1c-498d-8ddc-1ac221656774; 180,0 ;
2992;426;17004;UTAM051;686;27;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:bec7ae0f-ab1c-498d-8ddc-1ac221656774; 180,0 ;
2993;1038;19179;UTAM036;610;16;Bogotá D.C.;3;Automóvil;1;GNV y gasolina;25286;Privada;No;2015;Este hogar;uuid:d78aaa26-7757-4aa6-89b5-8800e2f2bfbb; 109,5 ;
2994;1038;3810;UTAM036;610;16;Bogotá D.C.;3;Automóvil;1;GNV y gasolina;25269;Privada;No;2017;Este hogar;uuid:2aebef42-6555-43e4-a60d-57d4aff6955f; 100,5 ;
2995;2871;14599;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:a3cf559f-cada-4542-927a-50919aec07b6; 102,6 ;
2996;2881;4739;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:3504c287-8467-419c-8cfc-07fd3b1feec8; 101,7 ;
2997;2884;4654;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:3404e2ec-9c0f-48f2-86d9-bf4f3435a6f9; 103,8 ;
2998;3844;19709;UTAM067;716;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2012;Este hogar;uuid:dd25d8a0-2df2-4d85-b32e-52d8db4b98b0; 241,0 ;
2999;3838;8798;UTAM067;716;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:632c18f6-ca19-45b0-817b-ae4a2415996f; 235,0 ;
3000;14462;9310;UTAM012;52;3;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;1985;Este hogar;uuid:688187c9-6567-4c7c-bad3-d39fa9869185; 214,1 ;
3001;14477;7840;UTAM012;52;3;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:58358149-578b-4367-aaa0-934322c05af7; 177,7 ;
3002;14575;17716;UTAM011;56;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:c6f37b13-a826-4220-b2b1-efb388d0de8c; 90,7 ;
3003;14576;20488;UTAM011;56;3;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2023;Este hogar;uuid:e61dadba-42fc-4240-9ffb-0506c48d2e04; 89,7 ;
3004;6170;15595;UTAM044;420;24;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:af70ddca-c78e-41b2-8c00-74cc4843795c; 188,5 ;
3005;6170;15595;UTAM044;420;24;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;68081;Privada;No;2018;Este hogar;uuid:af70ddca-c78e-41b2-8c00-74cc4843795c; 188,5 ;
3006;6170;15595;UTAM044;420;24;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:af70ddca-c78e-41b2-8c00-74cc4843795c; 188,5 ;
3007;2866;9927;UTAM068;725;26;Bogotá D.C.;1;Campero/Camioneta;1;Sólo Gasolina;68001;Privada;No;2009;Este hogar;uuid:6f99352d-fead-4af9-b917-577d73cca7cb; 100,1 ;
3008;2866;9927;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:6f99352d-fead-4af9-b917-577d73cca7cb; 100,1 ;
3009;8524;21179;UTAM104;298;18;Bogotá D.C.;4;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;2008;Este hogar;uuid:ee1811f5-474e-4ba3-b7cb-d876ea2d0131; 4,2 ;
3010;3086;22168;UTAM054;973;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);NS/NR;Este hogar;uuid:f964891c-22fa-4786-846c-090b7a977b47; 144,4 ;
3011;14475;8371;UTAM012;52;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:5e2947af-2c4a-4466-9c6c-0d5c3e0cb4be; 226,9 ;
3012;14475;8371;UTAM012;52;3;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2021;Este hogar;uuid:5e2947af-2c4a-4466-9c6c-0d5c3e0cb4be; 226,9 ;
3013;8751;2462;UTAM104;298;18;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:1bd42433-d862-4c7b-8463-d68dbc101acb; 3,8 ;
3014;8751;2462;UTAM104;298;18;Bogotá D.C.;4;Motocicleta;1;Diésel;No aplica;Privada;NA (motos);2017;Este hogar;uuid:1bd42433-d862-4c7b-8463-d68dbc101acb; 3,8 ;
3015;8751;2462;UTAM104;298;18;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:1bd42433-d862-4c7b-8463-d68dbc101acb; 3,8 ;
3016;8526;5895;UTAM104;298;18;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;2021;Este hogar;uuid:41a85b1e-1a19-4d2a-8838-17782938ce50; 4,1 ;
3017;11238;13178;UTAM111;328;15;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:93f36261-a717-4ee9-aaf3-0c004bca5299; 5,8 ;
3018;14595;10168;UTAM011;56;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2012;Este hogar;uuid:72ae7909-aa24-4d2c-89b8-2df4b87657dd; 103,3 ;
3019;8550;3319;UTAM104;298;18;Bogotá D.C.;4;Campero/Camioneta;1;Sólo Gasolina;25126;Privada;No;2015;Este hogar;uuid:25a5e0ae-3de8-44dd-aeed-8e6353399d39; 3,7 ;
3020;2378;9625;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Empresa donde trabaja;uuid:6c1d0496-ac3f-4409-9720-cfbbea4d382f; 140,3 ;
3021;2388;12498;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:8c2061b9-d602-4341-90e8-49a68f53f62f; 139,0 ;
3022;2387;17033;UTAM054;979;29;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:bf2d3084-53ef-4704-9cd4-3881b62e5347; 138,8 ;
3023;13056;14864;UTAM092;349;14;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:a7279558-6916-4b8d-926e-9b3554b1d8a2; 60,0 ;
3024;13055;20308;UTAM092;349;14;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;25214;Privada;No;1955;Este hogar;uuid:e3d40bdf-7c62-4dcb-96db-e43a45cee23a; 86,8 ;
3025;13053;177;UTAM092;349;14;Bogotá D.C.;4;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Otro hogar;uuid:01e8bdb5-d36a-4de8-9bb8-2e3e32c5d5c2; 60,1 ;
3026;13081;15424;UTAM092;349;14;Bogotá D.C.;4;Campero/Camioneta;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:ad7ee732-0521-4bef-b25b-10d7603b7990; 61,5 ;
3027;610;8373;UTAM050;650;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2011;Este hogar;uuid:5e2f7d48-cc73-4829-8de4-3b84feb87497; 191,9 ;
3028;3130;14020;UTAM054;653;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2023;Este hogar;uuid:9d6b6fa6-c5ee-46f3-a2cd-0024873be30c; 143,5 ;
3029;3147;2431;UTAM054;973;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2022;Este hogar;uuid:1b8542a1-a940-4290-b394-f802af6f0af1; 122,3 ;
3030;3147;2431;UTAM054;973;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:1b8542a1-a940-4290-b394-f802af6f0af1; 122,3 ;
3031;19842;13633;UTAM575;771;754;Soacha;No aplica;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:98f795e1-3eb1-4e9f-bf50-13e331020e5f; 120,6 ;
3032;19850;21040;UTAM575;771;754;Soacha;No aplica;Automóvil;1;GNV y gasolina;11001;Privada;No;2006;Este hogar;uuid:ec953ca7-46ef-422a-8b72-95321ce0e5cc; 120,0 ;
3033;3152;14635;UTAM054;973;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:a45624d6-c9b0-4c12-bdf0-867f30a75d31; 144,0 ;
3034;3152;14635;UTAM054;973;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:a45624d6-c9b0-4c12-bdf0-867f30a75d31; 144,0 ;
3035;3157;1976;UTAM054;973;29;Bogotá D.C.;2;Taxi;1;Sólo Gasolina;11001;Pública;No;2018;Este hogar;uuid:16361252-1c4e-4d87-8f58-b5dffd68a043; 130,1 ;
3036;14774;14771;UTAM012;51;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:a5fffa82-3a80-469a-8a6b-2aa81bceb294; 163,1 ;
3037;3155;11939;UTAM054;973;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2019;Este hogar;uuid:863bb725-f6b0-4963-8a95-f7019994f219; 132,1 ;
3038;3412;3036;UTAM060;685;29;Bogotá D.C.;1;Camión;1;GNV;11001;Privada;No;1995;Este hogar;uuid:22616063-789f-4df9-b16f-1c53f6d15ae8; 3,1 ;
3039;8691;15459;UTAM104;298;18;Bogotá D.C.;4;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:adf76246-1944-4e20-9435-f9187adf474e; 3,5 ;
3040;1047;19274;UTAM036;975;16;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:d8900acb-e3d4-4f65-9b91-7c44d2f678eb; 125,6 ;
3041;3231;13143;UTAM055;682;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;25286;Privada;Sí, vehículo registrado en pico y placa solidario;2018;Este hogar;uuid:937dac9f-975a-4e6a-b59f-ad452defff84; 198,1 ;
3042;3231;13143;UTAM055;682;29;Bogotá D.C.;2;Automóvil;1;Eléctrico;11001;Privada;Sí, vehículo eléctrico y cero emisiones;2020;Este hogar;uuid:937dac9f-975a-4e6a-b59f-ad452defff84; 198,1 ;
3043;3236;26;UTAM055;682;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:003db3e4-c9fe-4d17-a09c-040414bef893; 195,1 ;
3044;2581;11583;UTAM066;663;25;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:82044c4e-cda6-4722-8c93-7dbf0c5ea0d0; 149,3 ;
3045;3869;15774;UTAM067;715;26;Bogotá D.C.;1;Automóvil;1;GNV y gasolina;11001;Privada;No;1996;Este hogar;uuid:b12776e9-9ea2-48a1-8fc0-cfa92261a93a; 233,4 ;
3046;4059;21828;UTAM067;714;26;Bogotá D.C.;1;Taxi;1;Sólo Gasolina;11001;Pública;No;2014;Este hogar;uuid:f5a4498b-6c04-405b-8239-4ab2ccc4eef8; 240,3 ;
3047;4058;6299;UTAM067;714;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2010;Este hogar;uuid:464fa875-4f53-4d53-8739-450b22dc6984; 233,1 ;
3048;4055;17830;UTAM067;714;26;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;2001;Este hogar;uuid:c8474790-5f29-4725-ac7f-2d26d146ed17; 226,9 ;
3049;3849;4878;UTAM067;716;26;Bogotá D.C.;1;Automóvil;1;Sólo Gasolina;11001;Privada;No;1985;Este hogar;uuid:366ded78-ef61-46ec-ad50-bfc88a8de703; 236,5 ;
3050;14530;9803;UTAM010;55;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:6e2f46b7-9b59-4b10-8c92-c398170a2eb4; 81,1 ;
3051;14528;22127;UTAM010;55;3;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:f8fa0c9e-bb08-4ef2-ad3e-3834fb671077; 56,3 ;
3052;2640;11613;UTAM068;728;26;Bogotá D.C.;2;Pick Up/Van;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:8284efa0-c017-4d8c-8d6a-d4ce3c5a7e3f; 91,1 ;
3053;14777;20053;UTAM012;51;3;Bogotá D.C.;3;Automóvil;1;Híbrido (eléctrico- gasolina / diesel);11001;Privada;Sí, vehículo híbrido;NS/NR;Este hogar;uuid:e0f676bc-322c-4941-a1e4-cea7b4ac9ba6; 188,7 ;
3054;14778;10102;UTAM012;51;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;NS/NR;Este hogar;uuid:71c1f90b-5375-4f23-9f10-577ccf46b6d8; 194,9 ;
3055;14778;10102;UTAM012;51;3;Bogotá D.C.;3;Automóvil o camioneta de servicio especial;1;Sólo Gasolina;25214;Pública;Sí, vehículo de servicio especial;NS/NR;Este hogar;uuid:71c1f90b-5375-4f23-9f10-577ccf46b6d8; 194,9 ;
3056;14778;10102;UTAM012;51;3;Bogotá D.C.;3;Automóvil o camioneta de servicio especial;1;Sólo Gasolina;25214;Pública;Sí, vehículo de servicio especial;NS/NR;Este hogar;uuid:71c1f90b-5375-4f23-9f10-577ccf46b6d8; 194,9 ;
3057;14778;10102;UTAM012;51;3;Bogotá D.C.;3;Automóvil o camioneta de servicio especial;1;Sólo Gasolina;25214;Pública;Sí, vehículo de servicio especial;NS/NR;Este hogar;uuid:71c1f90b-5375-4f23-9f10-577ccf46b6d8; 194,9 ;
3058;14778;10102;UTAM012;51;3;Bogotá D.C.;3;Camión;1;Sólo Gasolina;25214;Pública;Sí, vehículo de servicio especial;NS/NR;Este hogar;uuid:71c1f90b-5375-4f23-9f10-577ccf46b6d8; 194,9 ;
3059;4382;13885;UTAM053;655;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:9bff6ef3-4461-4fcb-8b1b-7adbeb5526bf; 42,3 ;
3060;1223;17906;UTAM038;501;16;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:c92353cd-f5ca-4530-be2e-f050f8d3cd26; 147,0 ;
3061;2283;4933;UTAM054;679;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2010;Este hogar;uuid:3708c76f-1878-4d9c-8720-e594e9246188; 162,8 ;
3062;2284;11719;UTAM054;679;29;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:83b72fd1-fa35-4aa9-a507-cff7628f32c9; 120,8 ;
3063;5129;10137;UTAM092;353;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2016;Este hogar;uuid:7245c594-52c3-47cc-835f-24d7f0663eb8; 60,3 ;
3064;5025;21647;UTAM093;355;14;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2011;Este hogar;uuid:f37318b9-5a22-4239-8447-8ce6b4fc3bd9; 62,2 ;
3065;14771;5472;UTAM012;51;3;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2009;Este hogar;uuid:3d28b2a5-a910-4945-95a6-ab006e950b7c; 227,0 ;
3066;605;6388;UTAM050;650;30;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2020;Este hogar;uuid:47599bf9-613e-4d25-a582-99ee2f936454; 248,8 ;
3067;5562;5843;UTAM037;436;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2015;Este hogar;uuid:4105054e-0ba0-46ca-8a6a-a9ddb33e125b; 195,4 ;
3068;2282;16463;UTAM054;679;29;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:b8cec633-451e-45d6-9974-ce7901e1c994; 142,6 ;
3069;5567;3350;UTAM037;436;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2015;Este hogar;uuid:25fb488a-587e-4f27-9aa8-d96b07051568; 199,1 ;
3070;5567;3350;UTAM037;436;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2018;Este hogar;uuid:25fb488a-587e-4f27-9aa8-d96b07051568; 199,1 ;
3071;5586;11818;UTAM037;434;14;Bogotá D.C.;3;Pick Up/Van;1;Diésel;11001;Privada;No;2008;Este hogar;uuid:84cc9e8b-5fb0-4a57-8207-a2193908cf1d; 259,2 ;
3072;5586;11818;UTAM037;434;14;Bogotá D.C.;3;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2013;Este hogar;uuid:84cc9e8b-5fb0-4a57-8207-a2193908cf1d; 259,2 ;
3073;5587;14465;UTAM037;434;14;Bogotá D.C.;3;Automóvil;1;Sólo Gasolina;11001;Privada;No;2013;Este hogar;uuid:a27f883e-b315-4b27-9cf9-1959dbc0f87b; 263,8 ;
3074;4380;350;UTAM053;655;29;Bogotá D.C.;2;Automóvil;1;GNV y gasolina;25473;Privada;No;2019;Este hogar;uuid:03d6adad-af47-430f-83fc-072fa47f339d; 39,7 ;
3075;2880;15199;UTAM068;725;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2014;Este hogar;uuid:aac4b329-363a-47de-b5de-d0cc178ab3c0; 89,0 ;
3076;7839;14584;UTAM079;413;20;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;No;2016;Este hogar;uuid:a3b4df7e-faaf-47f3-9f7c-18d04b465609; 273,3 ;
3077;20211;21731;UTAM571;776;754;Soacha;No aplica;Camión;1;Sólo Gasolina;11001;Privada;No;1998;Este hogar;uuid:f46cb072-7b31-4213-9ca7-36e4b7254201; 242,5 ;
3078;607;8805;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2020;Este hogar;uuid:633cc6dc-5469-49a7-bf03-a3965d3f261e; 200,7 ;
3079;607;8805;UTAM050;650;30;Bogotá D.C.;2;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2022;Este hogar;uuid:633cc6dc-5469-49a7-bf03-a3965d3f261e; 200,7 ;
3080;1702;14459;UTAM070;626;25;Bogotá D.C.;2;Automóvil;1;Sólo Gasolina;11001;Privada;Sí, vehículo transporte personas discapacidad;1999;Este hogar;uuid:a26e7482-1167-4588-9f09-9dde5ccbafd0; 164,7 ;
3081;3872;19083;UTAM067;715;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:d6787a8c-9cc8-4e1e-87f4-9ba2f3391a9b; 242,0 ;
3082;3871;4392;UTAM067;715;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2017;Este hogar;uuid:3136becc-24d3-48c0-9741-48655bfb2b52; 226,1 ;
3083;3868;4563;UTAM067;715;26;Bogotá D.C.;1;Motocicleta;1;Sólo Gasolina;No aplica;Privada;NA (motos);2019;Este hogar;uuid:33042881-e140-4948-bf7b-28a7dbae5a4e; 229,1 ;
